
"Banco de México"

"Sistemas de pago de bajo valor"
"Número de operaciones tercero a tercero en SPEI"

"Fecha de consulta: 25/07/2026 12:23:09"

""

"Título","Número de operaciones tercero a tercero en SPEI - Mayores a 8 mil y menores a 300 mil"
"Periodo disponible","01/01/2009 - 20/07/2026"
"Periodicidad","Diaria"
"Cifra","Flujos"
"Unidad","Sin Unidad"
"Base",""
"Aviso",""
"Tipo de información","Niveles"
"Fecha","SF336087"
05/06/2012,150472
06/06/2012,138493
07/06/2012,157835
08/06/2012,222476
09/06/2012,0
10/06/2012,N/E
11/06/2012,160947
12/06/2012,142688
13/06/2012,142714
14/06/2012,199751
15/06/2012,280200
16/06/2012,N/E
17/06/2012,N/E
18/06/2012,166170
19/06/2012,145055
20/06/2012,143211
21/06/2012,154986
22/06/2012,218263
23/06/2012,0
24/06/2012,N/E
25/06/2012,155807
26/06/2012,153028
27/06/2012,159468
28/06/2012,207252
29/06/2012,368596
30/06/2012,N/E
01/07/2012,N/E
02/07/2012,175970
03/07/2012,148674
04/07/2012,144941
05/07/2012,167399
06/07/2012,226052
07/07/2012,N/E
08/07/2012,N/E
09/07/2012,158524
10/07/2012,161468
11/07/2012,144203
12/07/2012,176757
13/07/2012,298379
14/07/2012,N/E
15/07/2012,N/E
16/07/2012,179723
17/07/2012,152237
18/07/2012,140417
19/07/2012,150093
20/07/2012,224087
21/07/2012,0
22/07/2012,N/E
23/07/2012,145238
24/07/2012,147439
25/07/2012,150125
26/07/2012,166917
27/07/2012,237950
28/07/2012,N/E
29/07/2012,N/E
30/07/2012,224783
31/07/2012,289244
01/08/2012,140935
02/08/2012,149361
03/08/2012,252083
04/08/2012,N/E
05/08/2012,N/E
06/08/2012,157046
07/08/2012,143919
08/08/2012,144382
09/08/2012,157160
10/08/2012,227818
11/08/2012,N/E
12/08/2012,N/E
13/08/2012,169748
14/08/2012,191471
15/08/2012,208278
16/08/2012,164981
17/08/2012,222996
18/08/2012,N/E
19/08/2012,N/E
20/08/2012,161504
21/08/2012,141696
22/08/2012,141335
23/08/2012,156608
24/08/2012,227338
25/08/2012,N/E
26/08/2012,N/E
27/08/2012,166668
28/08/2012,157785
29/08/2012,174995
30/08/2012,236414
31/08/2012,328209
01/09/2012,N/E
02/09/2012,N/E
03/09/2012,175194
04/09/2012,151792
05/09/2012,157935
06/09/2012,163009
07/09/2012,240339
08/09/2012,N/E
09/09/2012,N/E
10/09/2012,173600
11/09/2012,146553
12/09/2012,148195
13/09/2012,189522
14/09/2012,290421
15/09/2012,N/E
16/09/2012,N/E
17/09/2012,178078
18/09/2012,144405
19/09/2012,144474
20/09/2012,166427
21/09/2012,230035
22/09/2012,N/E
23/09/2012,N/E
24/09/2012,168436
25/09/2012,161360
26/09/2012,162141
27/09/2012,217980
28/09/2012,383387
29/09/2012,N/E
30/09/2012,N/E
01/10/2012,158582
02/10/2012,167617
03/10/2012,155778
04/10/2012,168096
05/10/2012,247753
06/10/2012,N/E
07/10/2012,N/E
08/10/2012,162675
09/10/2012,153121
10/10/2012,165239
11/10/2012,177405
12/10/2012,273271
13/10/2012,N/E
14/10/2012,N/E
15/10/2012,234742
16/10/2012,163405
17/10/2012,156592
18/10/2012,160787
19/10/2012,237154
20/10/2012,N/E
21/10/2012,N/E
22/10/2012,163000
23/10/2012,150846
24/10/2012,153646
25/10/2012,176548
26/10/2012,243339
27/10/2012,N/E
28/10/2012,N/E
29/10/2012,197688
30/10/2012,243365
31/10/2012,331680
01/11/2012,222478
02/11/2012,N/E
03/11/2012,N/E
04/11/2012,N/E
05/11/2012,211450
06/11/2012,171525
07/11/2012,158617
08/11/2012,176595
09/11/2012,250144
10/11/2012,N/E
11/11/2012,N/E
12/11/2012,174747
13/11/2012,167914
14/11/2012,206683
15/11/2012,253827
16/11/2012,277895
17/11/2012,N/E
18/11/2012,N/E
19/11/2012,N/E
20/11/2012,211310
21/11/2012,174855
22/11/2012,179780
23/11/2012,177335
24/11/2012,N/E
25/11/2012,N/E
26/11/2012,169703
27/11/2012,201848
28/11/2012,197703
29/11/2012,269232
30/11/2012,407277
01/12/2012,N/E
02/12/2012,N/E
03/12/2012,198822
04/12/2012,189471
05/12/2012,190558
06/12/2012,204623
07/12/2012,296192
08/12/2012,N/E
09/12/2012,N/E
10/12/2012,221507
11/12/2012,217773
12/12/2012,N/E
13/12/2012,329792
14/12/2012,406487
15/12/2012,N/E
16/12/2012,N/E
17/12/2012,254081
18/12/2012,225088
19/12/2012,223146
20/12/2012,264986
21/12/2012,336559
22/12/2012,N/E
23/12/2012,N/E
24/12/2012,147197
25/12/2012,N/E
26/12/2012,170002
27/12/2012,213775
28/12/2012,326957
29/12/2012,N/E
30/12/2012,N/E
31/12/2012,261289
01/01/2013,12
02/01/2013,119808
03/01/2013,129450
04/01/2013,201522
05/01/2013,N/E
06/01/2013,N/E
07/01/2013,160391
08/01/2013,144305
09/01/2013,141397
10/01/2013,170134
11/01/2013,238309
12/01/2013,N/E
13/01/2013,N/E
14/01/2013,214325
15/01/2013,222799
16/01/2013,154316
17/01/2013,165995
18/01/2013,228938
19/01/2013,N/E
20/01/2013,N/E
21/01/2013,154089
22/01/2013,149622
23/01/2013,141429
24/01/2013,159995
25/01/2013,239124
26/01/2013,N/E
27/01/2013,N/E
28/01/2013,171567
29/01/2013,181936
30/01/2013,230279
31/01/2013,331551
01/02/2013,222684
02/02/2013,N/E
03/02/2013,N/E
04/02/2013,N/E
05/02/2013,201604
06/02/2013,163807
07/02/2013,179733
08/02/2013,244360
09/02/2013,N/E
10/02/2013,N/E
11/02/2013,181197
12/02/2013,152574
13/02/2013,153284
14/02/2013,209727
15/02/2013,302416
16/02/2013,N/E
17/02/2013,N/E
18/02/2013,181682
19/02/2013,156735
20/02/2013,160428
21/02/2013,174136
22/02/2013,249700
23/02/2013,N/E
24/02/2013,N/E
25/02/2013,183409
26/02/2013,182508
27/02/2013,235876
28/02/2013,371304
01/03/2013,224478
02/03/2013,N/E
03/03/2013,N/E
04/03/2013,184191
05/03/2013,170720
06/03/2013,163877
07/03/2013,188507
08/03/2013,258703
09/03/2013,N/E
10/03/2013,N/E
11/03/2013,183690
12/03/2013,159509
13/03/2013,165649
14/03/2013,230110
15/03/2013,327659
16/03/2013,N/E
17/03/2013,N/E
18/03/2013,N/E
19/03/2013,231531
20/03/2013,187146
21/03/2013,204348
22/03/2013,288752
23/03/2013,N/E
24/03/2013,N/E
25/03/2013,215886
26/03/2013,247875
27/03/2013,408175
28/03/2013,N/E
29/03/2013,N/E
30/03/2013,N/E
31/03/2013,N/E
01/04/2013,197155
02/04/2013,160288
03/04/2013,156414
04/04/2013,180126
05/04/2013,265164
06/04/2013,N/E
07/04/2013,N/E
08/04/2013,179731
09/04/2013,165603
10/04/2013,172853
11/04/2013,175809
12/04/2013,315544
13/04/2013,N/E
14/04/2013,N/E
15/04/2013,265362
16/04/2013,174807
17/04/2013,165749
18/04/2013,177552
19/04/2013,254378
20/04/2013,N/E
21/04/2013,N/E
22/04/2013,175222
23/04/2013,159356
24/04/2013,159741
25/04/2013,196024
26/04/2013,273385
27/04/2013,N/E
28/04/2013,N/E
29/04/2013,257926
30/04/2013,345566
01/05/2013,N/E
02/05/2013,227972
03/05/2013,266886
04/05/2013,N/E
05/05/2013,N/E
06/05/2013,185191
07/05/2013,176740
08/05/2013,173421
09/05/2013,198339
10/05/2013,230406
11/05/2013,N/E
12/05/2013,N/E
13/05/2013,189937
14/05/2013,216832
15/05/2013,239598
16/05/2013,193018
17/05/2013,259891
18/05/2013,N/E
19/05/2013,N/E
20/05/2013,185183
21/05/2013,162212
22/05/2013,158052
23/05/2013,178609
24/05/2013,260523
25/05/2013,N/E
26/05/2013,N/E
27/05/2013,177373
28/05/2013,177724
29/05/2013,198630
30/05/2013,269117
31/05/2013,365556
01/06/2013,N/E
02/06/2013,N/E
03/06/2013,210242
04/06/2013,167918
05/06/2013,175938
06/06/2013,186806
07/06/2013,261661
08/06/2013,0
09/06/2013,N/E
10/06/2013,202982
11/06/2013,169347
12/06/2013,165321
13/06/2013,215505
14/06/2013,356354
15/06/2013,N/E
16/06/2013,N/E
17/06/2013,206209
18/06/2013,167733
19/06/2013,161828
20/06/2013,188048
21/06/2013,264567
22/06/2013,N/E
23/06/2013,N/E
24/06/2013,183926
25/06/2013,184187
26/06/2013,186444
27/06/2013,252616
28/06/2013,454963
29/06/2013,N/E
30/06/2013,N/E
01/07/2013,196404
02/07/2013,181663
03/07/2013,174843
04/07/2013,190139
05/07/2013,282339
06/07/2013,N/E
07/07/2013,N/E
08/07/2013,186830
09/07/2013,172881
10/07/2013,186490
11/07/2013,196389
12/07/2013,319425
13/07/2013,N/E
14/07/2013,N/E
15/07/2013,272458
16/07/2013,180750
17/07/2013,175794
18/07/2013,178350
19/07/2013,261192
20/07/2013,N/E
21/07/2013,N/E
22/07/2013,180175
23/07/2013,163913
24/07/2013,162088
25/07/2013,199003
26/07/2013,324923
27/07/2013,N/E
28/07/2013,N/E
29/07/2013,213048
30/07/2013,257820
31/07/2013,349429
01/08/2013,182816
02/08/2013,274952
03/08/2013,N/E
04/08/2013,N/E
05/08/2013,197604
06/08/2013,172971
07/08/2013,172401
08/08/2013,196136
09/08/2013,274034
10/08/2013,0
11/08/2013,N/E
12/08/2013,190071
13/08/2013,177558
14/08/2013,221359
15/08/2013,266805
16/08/2013,274517
17/08/2013,N/E
18/08/2013,N/E
19/08/2013,191987
20/08/2013,173381
21/08/2013,165404
22/08/2013,188808
23/08/2013,272325
24/08/2013,N/E
25/08/2013,N/E
26/08/2013,194476
27/08/2013,179671
28/08/2013,195728
29/08/2013,267032
30/08/2013,441894
31/08/2013,N/E
01/09/2013,N/E
02/09/2013,205694
03/09/2013,171022
04/09/2013,169169
05/09/2013,202117
06/09/2013,276784
07/09/2013,N/E
08/09/2013,10
09/09/2013,194651
10/09/2013,190781
11/09/2013,168823
12/09/2013,225955
13/09/2013,375129
14/09/2013,N/E
15/09/2013,N/E
16/09/2013,3
17/09/2013,231489
18/09/2013,179089
19/09/2013,191944
20/09/2013,279729
21/09/2013,N/E
22/09/2013,N/E
23/09/2013,187657
24/09/2013,174778
25/09/2013,185289
26/09/2013,211791
27/09/2013,354713
28/09/2013,N/E
29/09/2013,N/E
30/09/2013,399565
01/10/2013,190180
02/10/2013,169591
03/10/2013,194165
04/10/2013,285765
05/10/2013,N/E
06/10/2013,N/E
07/10/2013,197739
08/10/2013,174335
09/10/2013,173522
10/10/2013,209232
11/10/2013,291255
12/10/2013,N/E
13/10/2013,N/E
14/10/2013,231499
15/10/2013,272436
16/10/2013,186416
17/10/2013,199164
18/10/2013,278838
19/10/2013,N/E
20/10/2013,0
21/10/2013,190791
22/10/2013,174756
23/10/2013,171324
24/10/2013,190596
25/10/2013,290068
26/10/2013,N/E
27/10/2013,N/E
28/10/2013,208972
29/10/2013,218234
30/10/2013,280118
31/10/2013,405075
01/11/2013,240119
02/11/2013,N/E
03/11/2013,N/E
04/11/2013,188127
05/11/2013,189355
06/11/2013,179600
07/11/2013,206435
08/11/2013,298908
09/11/2013,N/E
10/11/2013,N/E
11/11/2013,201790
12/11/2013,183642
13/11/2013,193396
14/11/2013,270224
15/11/2013,392906
16/11/2013,1
17/11/2013,N/E
18/11/2013,2
19/11/2013,251163
20/11/2013,203145
21/11/2013,215179
22/11/2013,306535
23/11/2013,N/E
24/11/2013,0
25/11/2013,218670
26/11/2013,200611
27/11/2013,219741
28/11/2013,290135
29/11/2013,511394
30/11/2013,N/E
01/12/2013,N/E
02/12/2013,246692
03/12/2013,210593
04/12/2013,209816
05/12/2013,249694
06/12/2013,347112
07/12/2013,N/E
08/12/2013,N/E
09/12/2013,242270
10/12/2013,252461
11/12/2013,296801
12/12/2013,1
13/12/2013,576889
14/12/2013,N/E
15/12/2013,N/E
16/12/2013,327158
17/12/2013,267166
18/12/2013,265580
19/12/2013,297135
20/12/2013,424415
21/12/2013,N/E
22/12/2013,N/E
23/12/2013,300940
24/12/2013,165663
25/12/2013,N/E
26/12/2013,215970
27/12/2013,318469
28/12/2013,N/E
29/12/2013,N/E
30/12/2013,371390
31/12/2013,307596
01/01/2014,1
02/01/2014,130909
03/01/2014,188347
04/01/2014,N/E
05/01/2014,N/E
06/01/2014,186288
07/01/2014,155365
08/01/2014,160944
09/01/2014,190647
10/01/2014,287734
11/01/2014,N/E
12/01/2014,N/E
13/01/2014,198285
14/01/2014,216937
15/01/2014,249829
16/01/2014,190682
17/01/2014,265609
18/01/2014,N/E
19/01/2014,N/E
20/01/2014,191464
21/01/2014,165255
22/01/2014,159755
23/01/2014,181512
24/01/2014,269937
25/01/2014,N/E
26/01/2014,N/E
27/01/2014,189980
28/01/2014,184119
29/01/2014,200623
30/01/2014,281868
31/01/2014,434098
01/02/2014,N/E
02/02/2014,N/E
03/02/2014,N/E
04/02/2014,237063
05/02/2014,197042
06/02/2014,200243
07/02/2014,290375
08/02/2014,N/E
09/02/2014,N/E
10/02/2014,210634
11/02/2014,180822
12/02/2014,176646
13/02/2014,225842
14/02/2014,387166
15/02/2014,N/E
16/02/2014,N/E
17/02/2014,220824
18/02/2014,181243
19/02/2014,176283
20/02/2014,204071
21/02/2014,287809
22/02/2014,N/E
23/02/2014,N/E
24/02/2014,194650
25/02/2014,202421
26/02/2014,208352
27/02/2014,293059
28/02/2014,489884
01/03/2014,N/E
02/03/2014,N/E
03/03/2014,215224
04/03/2014,184967
05/03/2014,193167
06/03/2014,204214
07/03/2014,304274
08/03/2014,N/E
09/03/2014,N/E
10/03/2014,219734
11/03/2014,188802
12/03/2014,188231
13/03/2014,241765
14/03/2014,425136
15/03/2014,N/E
16/03/2014,N/E
17/03/2014,0
18/03/2014,256812
19/03/2014,202059
20/03/2014,220250
21/03/2014,308795
22/03/2014,N/E
23/03/2014,N/E
24/03/2014,203733
25/03/2014,201323
26/03/2014,195043
27/03/2014,240040
28/03/2014,395649
29/03/2014,N/E
30/03/2014,N/E
31/03/2014,404316
01/04/2014,196877
02/04/2014,180381
03/04/2014,211620
04/04/2014,317552
05/04/2014,N/E
06/04/2014,0
07/04/2014,208222
08/04/2014,192353
09/04/2014,198503
10/04/2014,237299
11/04/2014,346668
12/04/2014,0
13/04/2014,N/E
14/04/2014,276312
15/04/2014,275981
16/04/2014,307659
17/04/2014,N/E
18/04/2014,N/E
19/04/2014,N/E
20/04/2014,N/E
21/04/2014,225589
22/04/2014,186531
23/04/2014,185325
24/04/2014,213896
25/04/2014,315802
26/04/2014,N/E
27/04/2014,N/E
28/04/2014,238959
29/04/2014,293729
30/04/2014,440548
01/05/2014,N/E
02/05/2014,325886
03/05/2014,N/E
04/05/2014,N/E
05/05/2014,216244
06/05/2014,202565
07/05/2014,197230
08/05/2014,220696
09/05/2014,317655
10/05/2014,N/E
11/05/2014,N/E
12/05/2014,229841
13/05/2014,209163
14/05/2014,258198
15/05/2014,306751
16/05/2014,319107
17/05/2014,N/E
18/05/2014,N/E
19/05/2014,218848
20/05/2014,194586
21/05/2014,190908
22/05/2014,209348
23/05/2014,310686
24/05/2014,N/E
25/05/2014,120
26/05/2014,216906
27/05/2014,202818
28/05/2014,224073
29/05/2014,299129
30/05/2014,509430
31/05/2014,N/E
01/06/2014,N/E
02/06/2014,231276
03/06/2014,199203
04/06/2014,193247
05/06/2014,226487
06/06/2014,323354
07/06/2014,N/E
08/06/2014,N/E
09/06/2014,221601
10/06/2014,213158
11/06/2014,203896
12/06/2014,248559
13/06/2014,412279
14/06/2014,N/E
15/06/2014,N/E
16/06/2014,242700
17/06/2014,198812
18/06/2014,188620
19/06/2014,211288
20/06/2014,310125
21/06/2014,N/E
22/06/2014,N/E
23/06/2014,202727
24/06/2014,194006
25/06/2014,208961
26/06/2014,244284
27/06/2014,399110
28/06/2014,N/E
29/06/2014,N/E
30/06/2014,442350
01/07/2014,214308
02/07/2014,196181
03/07/2014,230739
04/07/2014,323038
05/07/2014,N/E
06/07/2014,N/E
07/07/2014,223592
08/07/2014,196443
09/07/2014,204021
10/07/2014,238207
11/07/2014,324237
12/07/2014,N/E
13/07/2014,0
14/07/2014,278979
15/07/2014,295136
16/07/2014,206709
17/07/2014,224991
18/07/2014,307224
19/07/2014,0
20/07/2014,N/E
21/07/2014,210564
22/07/2014,193261
23/07/2014,191661
24/07/2014,222242
25/07/2014,351899
26/07/2014,N/E
27/07/2014,N/E
28/07/2014,253620
29/07/2014,233877
30/07/2014,301772
31/07/2014,422037
01/08/2014,325590
02/08/2014,N/E
03/08/2014,N/E
04/08/2014,214047
05/08/2014,208208
06/08/2014,201127
07/08/2014,222054
08/08/2014,333371
09/08/2014,N/E
10/08/2014,N/E
11/08/2014,221366
12/08/2014,207740
13/08/2014,203703
14/08/2014,284827
15/08/2014,405822
16/08/2014,N/E
17/08/2014,N/E
18/08/2014,232390
19/08/2014,208505
20/08/2014,203571
21/08/2014,223387
22/08/2014,319496
23/08/2014,N/E
24/08/2014,N/E
25/08/2014,239841
26/08/2014,220501
27/08/2014,223743
28/08/2014,308561
29/08/2014,554160
30/08/2014,N/E
31/08/2014,N/E
01/09/2014,245312
02/09/2014,205265
03/09/2014,202735
04/09/2014,227522
05/09/2014,347611
06/09/2014,N/E
07/09/2014,N/E
08/09/2014,227300
09/09/2014,214332
10/09/2014,224957
11/09/2014,248352
12/09/2014,420435
13/09/2014,N/E
14/09/2014,N/E
15/09/2014,274990
16/09/2014,N/E
17/09/2014,239431
18/09/2014,237331
19/09/2014,338445
20/09/2014,N/E
21/09/2014,N/E
22/09/2014,229022
23/09/2014,209629
24/09/2014,208080
25/09/2014,244038
26/09/2014,352639
27/09/2014,N/E
28/09/2014,N/E
29/09/2014,338078
30/09/2014,459519
01/10/2014,216940
02/10/2014,224082
03/10/2014,337265
04/10/2014,N/E
05/10/2014,N/E
06/10/2014,239204
07/10/2014,218427
08/10/2014,206535
09/10/2014,236744
10/10/2014,352580
11/10/2014,N/E
12/10/2014,N/E
13/10/2014,241985
14/10/2014,278310
15/10/2014,311897
16/10/2014,245068
17/10/2014,334400
18/10/2014,N/E
19/10/2014,N/E
20/10/2014,229121
21/10/2014,210176
22/10/2014,206608
23/10/2014,230679
24/10/2014,341065
25/10/2014,N/E
26/10/2014,N/E
27/10/2014,240863
28/10/2014,236062
29/10/2014,257242
30/10/2014,360737
31/10/2014,484403
01/11/2014,N/E
02/11/2014,N/E
03/11/2014,266817
04/11/2014,221180
05/11/2014,227691
06/11/2014,245080
07/11/2014,360194
08/11/2014,N/E
09/11/2014,N/E
10/11/2014,255749
11/11/2014,224259
12/11/2014,228263
13/11/2014,296912
14/11/2014,496862
15/11/2014,N/E
16/11/2014,N/E
17/11/2014,0
18/11/2014,300299
19/11/2014,255252
20/11/2014,260436
21/11/2014,368015
22/11/2014,N/E
23/11/2014,N/E
24/11/2014,253173
25/11/2014,256795
26/11/2014,263977
27/11/2014,339953
28/11/2014,621221
29/11/2014,N/E
30/11/2014,N/E
01/12/2014,293238
02/12/2014,244877
03/12/2014,259178
04/12/2014,284925
05/12/2014,437685
06/12/2014,N/E
07/12/2014,N/E
08/12/2014,282706
09/12/2014,282678
10/12/2014,320363
11/12/2014,511498
12/12/2014,7
13/12/2014,N/E
14/12/2014,N/E
15/12/2014,588622
16/12/2014,362953
17/12/2014,326405
18/12/2014,355646
19/12/2014,495231
20/12/2014,N/E
21/12/2014,N/E
22/12/2014,350006
23/12/2014,356541
24/12/2014,220193
25/12/2014,N/E
26/12/2014,285246
27/12/2014,N/E
28/12/2014,N/E
29/12/2014,339265
30/12/2014,419781
31/12/2014,366360
01/01/2015,28
02/01/2015,174852
03/01/2015,N/E
04/01/2015,N/E
05/01/2015,232977
06/01/2015,186317
07/01/2015,194044
08/01/2015,228012
09/01/2015,337195
10/01/2015,N/E
11/01/2015,N/E
12/01/2015,237621
13/01/2015,218591
14/01/2015,266355
15/01/2015,332310
16/01/2015,337404
17/01/2015,19
18/01/2015,0
19/01/2015,240518
20/01/2015,213397
21/01/2015,209053
22/01/2015,224377
23/01/2015,331017
24/01/2015,79
25/01/2015,14
26/01/2015,240901
27/01/2015,219280
28/01/2015,243663
29/01/2015,330766
30/01/2015,525723
31/01/2015,340
01/02/2015,58
02/02/2015,236
03/02/2015,309632
04/02/2015,238078
05/02/2015,263760
06/02/2015,353387
07/02/2015,162
08/02/2015,29
09/02/2015,249572
10/02/2015,236820
11/02/2015,218473
12/02/2015,268994
13/02/2015,476908
14/02/2015,280
15/02/2015,49
16/02/2015,274263
17/02/2015,226142
18/02/2015,217542
19/02/2015,234433
20/02/2015,346987
21/02/2015,182
22/02/2015,39
23/02/2015,241447
24/02/2015,235737
25/02/2015,256184
26/02/2015,347300
27/02/2015,606634
28/02/2015,496
01/03/2015,100
02/03/2015,273756
03/03/2015,229661
04/03/2015,227565
05/03/2015,264902
06/03/2015,367329
07/03/2015,137
08/03/2015,33
09/03/2015,253582
10/03/2015,244607
11/03/2015,225370
12/03/2015,287779
13/03/2015,511213
14/03/2015,197
15/03/2015,57
16/03/2015,105
17/03/2015,322012
18/03/2015,252179
19/03/2015,260586
20/03/2015,377163
21/03/2015,154
22/03/2015,31
23/03/2015,250659
24/03/2015,234580
25/03/2015,253826
26/03/2015,285889
27/03/2015,446067
28/03/2015,230
29/03/2015,58
30/03/2015,379285
31/03/2015,461472
01/04/2015,332360
02/04/2015,102
03/04/2015,37
04/04/2015,83
05/04/2015,52
06/04/2015,281607
07/04/2015,234991
08/04/2015,229257
09/04/2015,257358
10/04/2015,370520
11/04/2015,147
12/04/2015,35
13/04/2015,274478
14/04/2015,308885
15/04/2015,347580
16/04/2015,267408
17/04/2015,363228
18/04/2015,153
19/04/2015,32
20/04/2015,259422
21/04/2015,232181
22/04/2015,223176
23/04/2015,253693
24/04/2015,375678
25/04/2015,151
26/04/2015,30
27/04/2015,273884
28/04/2015,284427
29/04/2015,373387
30/04/2015,626570
01/05/2015,154
02/05/2015,168
03/05/2015,50
04/05/2015,300459
05/05/2015,240928
06/05/2015,235513
07/05/2015,265711
08/05/2015,401322
09/05/2015,146
10/05/2015,35
11/05/2015,266299
12/05/2015,237575
13/05/2015,244892
14/05/2015,340886
15/05/2015,476351
16/05/2015,213
17/05/2015,63
18/05/2015,278839
19/05/2015,231413
20/05/2015,232220
21/05/2015,252487
22/05/2015,372561
23/05/2015,145
24/05/2015,31
25/05/2015,273123
26/05/2015,249534
27/05/2015,268189
28/05/2015,353466
29/05/2015,631188
30/05/2015,299
31/05/2015,100
01/06/2015,278684
02/06/2015,230861
03/06/2015,240636
04/06/2015,264757
05/06/2015,397474
06/06/2015,146
07/06/2015,30
08/06/2015,258327
09/06/2015,235893
10/06/2015,253990
11/06/2015,268802
12/06/2015,450152
13/06/2015,223
14/06/2015,51
15/06/2015,382027
16/06/2015,254594
17/06/2015,238594
18/06/2015,255095
19/06/2015,374849
20/06/2015,93
21/06/2015,22
22/06/2015,250818
23/06/2015,236249
24/06/2015,234900
25/06/2015,286282
26/06/2015,408363
27/06/2015,178
28/06/2015,54
29/06/2015,372674
30/06/2015,528989
01/07/2015,252817
02/07/2015,253254
03/07/2015,377796
04/07/2015,142
05/07/2015,47
06/07/2015,271249
07/07/2015,244976
08/07/2015,247673
09/07/2015,274187
10/07/2015,402374
11/07/2015,174
12/07/2015,45
13/07/2015,269618
14/07/2015,315686
15/07/2015,357158
16/07/2015,283123
17/07/2015,377254
18/07/2015,163
19/07/2015,64
20/07/2015,262121
21/07/2015,231592
22/07/2015,228821
23/07/2015,258284
24/07/2015,380568
25/07/2015,159
26/07/2015,55
27/07/2015,263324
28/07/2015,269546
29/07/2015,323439
30/07/2015,408824
31/07/2015,597544
01/08/2015,293
02/08/2015,69
03/08/2015,286250
04/08/2015,239075
05/08/2015,254213
06/08/2015,270524
07/08/2015,392175
08/08/2015,161
09/08/2015,61
10/08/2015,282044
11/08/2015,241632
12/08/2015,237774
13/08/2015,305392
14/08/2015,526776
15/08/2015,290
16/08/2015,76
17/08/2015,296659
18/08/2015,245300
19/08/2015,234378
20/08/2015,268126
21/08/2015,381799
22/08/2015,157
23/08/2015,71
24/08/2015,269108
25/08/2015,262228
26/08/2015,255696
27/08/2015,304847
28/08/2015,517441
29/08/2015,253
30/08/2015,97
31/08/2015,541679
01/09/2015,252786
02/09/2015,238411
03/09/2015,271271
04/09/2015,396244
05/09/2015,187
06/09/2015,54
07/09/2015,274781
08/09/2015,250489
09/09/2015,243446
10/09/2015,292597
11/09/2015,409255
12/09/2015,210
13/09/2015,89
14/09/2015,366161
15/09/2015,371802
16/09/2015,181
17/09/2015,303536
18/09/2015,394730
19/09/2015,167
20/09/2015,55
21/09/2015,272753
22/09/2015,248106
23/09/2015,234749
24/09/2015,270145
25/09/2015,410376
26/09/2015,207
27/09/2015,63
28/09/2015,311172
29/09/2015,378453
30/09/2015,536378
01/10/2015,277852
02/10/2015,373935
03/10/2015,252
04/10/2015,74
05/10/2015,290662
06/10/2015,252985
07/10/2015,250754
08/10/2015,282094
09/10/2015,422725
10/10/2015,198
11/10/2015,66
12/10/2015,271213
13/10/2015,265694
14/10/2015,331308
15/10/2015,396539
16/10/2015,407691
17/10/2015,212
18/10/2015,63
19/10/2015,274422
20/10/2015,253151
21/10/2015,247028
22/10/2015,272066
23/10/2015,391598
24/10/2015,202
25/10/2015,58
26/10/2015,287411
27/10/2015,270702
28/10/2015,297735
29/10/2015,401627
30/10/2015,619842
31/10/2015,402
01/11/2015,113
02/11/2015,523
03/11/2015,400633
04/11/2015,276345
05/11/2015,311065
06/11/2015,423801
07/11/2015,192
08/11/2015,68
09/11/2015,295807
10/11/2015,287686
11/11/2015,263559
12/11/2015,360162
13/11/2015,598455
14/11/2015,473
15/11/2015,126
16/11/2015,346
17/11/2015,372251
18/11/2015,288161
19/11/2015,299573
20/11/2015,430046
21/11/2015,256
22/11/2015,78
23/11/2015,285694
24/11/2015,272189
25/11/2015,302499
26/11/2015,332544
27/11/2015,552921
28/11/2015,397
29/11/2015,169
30/11/2015,594159
01/12/2015,320136
02/12/2015,284323
03/12/2015,307762
04/12/2015,503786
05/12/2015,435
06/12/2015,91
07/12/2015,336573
08/12/2015,312184
09/12/2015,323251
10/12/2015,395457
11/12/2015,529018
12/12/2015,439
13/12/2015,154
14/12/2015,435339
15/12/2015,488501
16/12/2015,369192
17/12/2015,409992
18/12/2015,550709
19/12/2015,533
20/12/2015,143
21/12/2015,396287
22/12/2015,389845
23/12/2015,442747
24/12/2015,274840
25/12/2015,131
26/12/2015,277
27/12/2015,122
28/12/2015,325156
29/12/2015,368729
30/12/2015,487672
31/12/2015,393706
01/01/2016,170
02/01/2016,323
03/01/2016,166
04/01/2016,247951
05/01/2016,248036
06/01/2016,214060
07/01/2016,264057
08/01/2016,378907
09/01/2016,297
10/01/2016,98
11/01/2016,276919
12/01/2016,245834
13/01/2016,243706
14/01/2016,344136
15/01/2016,519897
16/01/2016,393
17/01/2016,122
18/01/2016,288405
19/01/2016,241471
20/01/2016,245964
21/01/2016,263672
22/01/2016,384280
23/01/2016,311
24/01/2016,84
25/01/2016,284889
26/01/2016,255865
27/01/2016,269092
28/01/2016,376023
29/01/2016,690018
30/01/2016,665
31/01/2016,184
01/02/2016,373
02/02/2016,344349
03/02/2016,273965
04/02/2016,296675
05/02/2016,427519
06/02/2016,321
07/02/2016,99
08/02/2016,282402
09/02/2016,249354
10/02/2016,266267
11/02/2016,294082
12/02/2016,494268
13/02/2016,426
14/02/2016,152
15/02/2016,407891
16/02/2016,276123
17/02/2016,260893
18/02/2016,278691
19/02/2016,407429
20/02/2016,271
21/02/2016,72
22/02/2016,283410
23/02/2016,260140
24/02/2016,264750
25/02/2016,332942
26/02/2016,540017
27/02/2016,525
28/02/2016,178
29/02/2016,604817
