
"Banco de México"

"Sistemas de pago de bajo valor"
"Número de operaciones tercero a tercero en SPEI"

"Fecha de consulta: 25/07/2026 12:23:09"

""

"Título","Número de operaciones tercero a tercero en SPEI - Mayores a 8 mil y menores a 300 mil"
"Periodo disponible","01/01/2009 - 20/07/2026"
"Periodicidad","Diaria"
"Cifra","Flujos"
"Unidad","Sin Unidad"
"Base",""
"Aviso",""
"Tipo de información","Niveles"
"Fecha","SF336087"
14/12/2019,101760
15/12/2019,43646
16/12/2019,830368
17/12/2019,714790
18/12/2019,696083
19/12/2019,810590
20/12/2019,1070396
21/12/2019,90682
22/12/2019,26625
23/12/2019,746780
24/12/2019,484418
25/12/2019,18954
26/12/2019,584815
27/12/2019,843872
28/12/2019,84983
29/12/2019,24634
30/12/2019,941191
31/12/2019,719250
01/01/2020,33365
02/01/2020,445622
03/01/2020,559114
04/01/2020,65336
05/01/2020,22981
06/01/2020,510310
07/01/2020,420784
08/01/2020,502983
09/01/2020,493064
10/01/2020,732745
11/01/2020,61410
12/01/2020,17514
13/01/2020,531085
14/01/2020,631290
15/01/2020,761582
16/01/2020,533627
17/01/2020,679759
18/01/2020,56097
19/01/2020,18311
20/01/2020,505041
21/01/2020,424650
22/01/2020,502271
23/01/2020,476059
24/01/2020,681358
25/01/2020,56891
26/01/2020,16966
27/01/2020,517612
28/01/2020,482065
29/01/2020,543169
30/01/2020,851616
31/01/2020,1145862
01/02/2020,75186
02/02/2020,21690
03/02/2020,59586
04/02/2020,612966
05/02/2020,607921
06/02/2020,543058
07/02/2020,729471
08/02/2020,60658
09/02/2020,18819
10/02/2020,562568
11/02/2020,466191
12/02/2020,462616
13/02/2020,641795
14/02/2020,1070428
15/02/2020,80056
16/02/2020,26823
17/02/2020,575660
18/02/2020,468494
19/02/2020,522668
20/02/2020,530300
21/02/2020,713874
22/02/2020,57692
23/02/2020,17665
24/02/2020,523085
25/02/2020,516491
26/02/2020,520904
27/02/2020,785290
28/02/2020,1334634
29/02/2020,100812
01/03/2020,33119
02/03/2020,615036
03/03/2020,496347
04/03/2020,570752
05/03/2020,578111
06/03/2020,764722
07/03/2020,64749
08/03/2020,19205
09/03/2020,430912
10/03/2020,535829
11/03/2020,495672
12/03/2020,672872
13/03/2020,1162796
14/03/2020,86736
15/03/2020,27348
16/03/2020,59497
17/03/2020,745588
18/03/2020,507742
19/03/2020,544951
20/03/2020,743013
21/03/2020,68740
22/03/2020,18989
23/03/2020,495445
24/03/2020,443354
25/03/2020,475920
26/03/2020,540174
27/03/2020,822122
28/03/2020,82544
29/03/2020,22624
30/03/2020,783235
31/03/2020,856741
01/04/2020,568305
02/04/2020,498949
03/04/2020,682157
04/04/2020,69692
05/04/2020,21737
06/04/2020,466753
07/04/2020,434324
08/04/2020,637285
09/04/2020,93372
10/04/2020,49538
11/04/2020,29716
12/04/2020,15250
13/04/2020,560609
14/04/2020,627989
15/04/2020,768390
16/04/2020,496531
17/04/2020,608322
18/04/2020,59935
19/04/2020,20431
20/04/2020,449338
21/04/2020,383991
22/04/2020,375431
23/04/2020,443706
24/04/2020,611755
25/04/2020,57772
26/04/2020,18859
27/04/2020,481123
28/04/2020,475366
29/04/2020,800516
30/04/2020,1096557
01/05/2020,114029
02/05/2020,66094
03/05/2020,28956
04/05/2020,580419
05/05/2020,451802
06/05/2020,411943
07/05/2020,483012
08/05/2020,638973
09/05/2020,64684
10/05/2020,20579
11/05/2020,451856
12/05/2020,402577
13/05/2020,557716
14/05/2020,703967
15/05/2020,901084
16/05/2020,78032
17/05/2020,28808
18/05/2020,483285
19/05/2020,399755
20/05/2020,408913
21/05/2020,452240
22/05/2020,605337
23/05/2020,67170
24/05/2020,24877
25/05/2020,481671
26/05/2020,433558
27/05/2020,537143
28/05/2020,703809
29/05/2020,1164191
30/05/2020,112582
31/05/2020,42375
01/06/2020,547952
02/06/2020,425961
03/06/2020,420157
04/06/2020,485076
05/06/2020,657485
06/06/2020,67271
07/06/2020,23446
08/06/2020,455273
09/06/2020,414794
10/06/2020,523386
11/06/2020,544761
12/06/2020,834960
13/06/2020,81234
14/06/2020,30811
15/06/2020,782660
16/06/2020,460198
17/06/2020,440131
18/06/2020,479368
19/06/2020,639830
20/06/2020,71855
21/06/2020,22602
22/06/2020,460915
23/06/2020,406991
24/06/2020,517170
25/06/2020,540616
26/06/2020,729775
27/06/2020,93247
28/06/2020,29072
29/06/2020,797599
30/06/2020,1023995
01/07/2020,518489
02/07/2020,520944
03/07/2020,691757
04/07/2020,81638
05/07/2020,32073
06/07/2020,537724
07/07/2020,474481
08/07/2020,542723
09/07/2020,527263
10/07/2020,744272
11/07/2020,80812
12/07/2020,27120
13/07/2020,541731
14/07/2020,691165
15/07/2020,797093
16/07/2020,569154
17/07/2020,713807
18/07/2020,81875
19/07/2020,30242
20/07/2020,518688
21/07/2020,458234
22/07/2020,532554
23/07/2020,520932
24/07/2020,718381
25/07/2020,79252
26/07/2020,27855
27/07/2020,510320
28/07/2020,507793
29/07/2020,573303
30/07/2020,850536
31/07/2020,1142685
01/08/2020,108689
02/08/2020,42112
03/08/2020,635876
04/08/2020,504506
05/08/2020,575885
06/08/2020,570295
07/08/2020,736526
08/08/2020,83180
09/08/2020,31330
10/08/2020,570610
11/08/2020,479384
12/08/2020,512822
13/08/2020,688240
14/08/2020,1096705
15/08/2020,116858
16/08/2020,40698
17/08/2020,599578
18/08/2020,501369
19/08/2020,561016
20/08/2020,539126
21/08/2020,720328
22/08/2020,83956
23/08/2020,30374
24/08/2020,531934
25/08/2020,512872
26/08/2020,505639
27/08/2020,637798
28/08/2020,1070598
29/08/2020,122484
30/08/2020,44814
31/08/2020,1089226
01/09/2020,577393
02/09/2020,594831
03/09/2020,563389
04/09/2020,749638
05/09/2020,92867
06/09/2020,34281
07/09/2020,538117
08/09/2020,478145
09/09/2020,476794
10/09/2020,625511
11/09/2020,784248
12/09/2020,92816
13/09/2020,35642
14/09/2020,828096
15/09/2020,893295
16/09/2020,73162
17/09/2020,648772
18/09/2020,774106
19/09/2020,88050
20/09/2020,34381
21/09/2020,560014
22/09/2020,490339
23/09/2020,475826
24/09/2020,557199
25/09/2020,803474
26/09/2020,95201
27/09/2020,34302
28/09/2020,654915
29/09/2020,825464
30/09/2020,1201170
01/10/2020,639526
02/10/2020,747693
03/10/2020,98569
04/10/2020,40565
05/10/2020,626103
06/10/2020,500581
07/10/2020,485225
08/10/2020,560421
09/10/2020,793514
10/10/2020,94954
11/10/2020,33535
12/10/2020,561476
13/10/2020,559692
14/10/2020,838511
15/10/2020,915338
16/10/2020,824240
17/10/2020,97802
18/10/2020,38116
19/10/2020,563206
20/10/2020,536583
21/10/2020,509657
22/10/2020,570808
23/10/2020,791314
24/10/2020,91579
25/10/2020,36955
26/10/2020,590590
27/10/2020,539653
28/10/2020,683992
29/10/2020,908031
30/10/2020,1405330
31/10/2020,154507
01/11/2020,54023
02/11/2020,153935
03/11/2020,765446
04/11/2020,576021
05/11/2020,648962
06/11/2020,821939
07/11/2020,108718
08/11/2020,40191
09/11/2020,630268
10/11/2020,606153
11/11/2020,645775
12/11/2020,773105
13/11/2020,1334709
14/11/2020,166042
15/11/2020,59397
16/11/2020,110239
17/11/2020,764755
18/11/2020,611328
19/11/2020,659656
20/11/2020,875949
21/11/2020,108830
22/11/2020,39978
23/11/2020,601033
24/11/2020,561571
25/11/2020,701993
26/11/2020,716224
27/11/2020,1173233
28/11/2020,155061
29/11/2020,56232
30/11/2020,1335227
01/12/2020,694533
02/12/2020,622391
03/12/2020,702740
04/12/2020,1019052
05/12/2020,148744
06/12/2020,51691
07/12/2020,769188
08/12/2020,681700
09/12/2020,780727
10/12/2020,881800
11/12/2020,1322115
12/12/2020,148581
13/12/2020,63490
14/12/2020,1052069
15/12/2020,1181321
16/12/2020,799590
17/12/2020,900325
18/12/2020,1232224
19/12/2020,163200
20/12/2020,65986
21/12/2020,839687
22/12/2020,774419
23/12/2020,986466
24/12/2020,551512
25/12/2020,45294
26/12/2020,92465
27/12/2020,50595
28/12/2020,739917
29/12/2020,828585
30/12/2020,1092154
31/12/2020,890414
01/01/2021,76163
02/01/2021,113469
03/01/2021,63983
04/01/2021,706282
05/01/2021,597089
06/01/2021,621176
07/01/2021,565432
08/01/2021,783072
09/01/2021,111297
10/01/2021,52745
11/01/2021,586900
12/01/2021,535225
13/01/2021,561588
14/01/2021,809075
15/01/2021,1142945
16/01/2021,134602
17/01/2021,57633
18/01/2021,623418
19/01/2021,528480
20/01/2021,614972
21/01/2021,573430
22/01/2021,768689
23/01/2021,110241
24/01/2021,46068
25/01/2021,615976
26/01/2021,553013
27/01/2021,581090
28/01/2021,857940
29/01/2021,1480559
30/01/2021,182009
31/01/2021,72535
01/02/2021,141497
02/02/2021,741752
03/02/2021,691879
04/02/2021,655608
05/02/2021,860359
06/02/2021,120228
07/02/2021,48373
08/02/2021,601982
09/02/2021,555954
10/02/2021,577555
11/02/2021,641954
12/02/2021,1067089
13/02/2021,137987
14/02/2021,52406
15/02/2021,917243
16/02/2021,592456
17/02/2021,640141
18/02/2021,613609
19/02/2021,817188
20/02/2021,117209
21/02/2021,48426
22/02/2021,619746
23/02/2021,571573
24/02/2021,598715
25/02/2021,878733
26/02/2021,1561080
27/02/2021,205716
28/02/2021,83340
01/03/2021,780445
02/03/2021,604119
03/03/2021,676440
04/03/2021,669531
05/03/2021,905324
06/03/2021,125542
07/03/2021,51146
08/03/2021,614215
09/03/2021,572402
10/03/2021,632022
11/03/2021,728875
12/03/2021,1353086
13/03/2021,151498
14/03/2021,58815
15/03/2021,137791
16/03/2021,803737
17/03/2021,735329
18/03/2021,668753
19/03/2021,858475
20/03/2021,125529
21/03/2021,50073
22/03/2021,642089
23/03/2021,569964
24/03/2021,585511
25/03/2021,755877
26/03/2021,1008960
27/03/2021,144653
28/03/2021,56091
29/03/2021,797303
30/03/2021,911578
31/03/2021,1513049
01/04/2021,198156
02/04/2021,94109
03/04/2021,74962
04/04/2021,51415
05/04/2021,809028
06/04/2021,636293
07/04/2021,605433
08/04/2021,665100
09/04/2021,919097
10/04/2021,130595
11/04/2021,53224
12/04/2021,673794
13/04/2021,648212
14/04/2021,927992
15/04/2021,1049621
16/04/2021,923207
17/04/2021,140714
18/04/2021,58030
19/04/2021,645124
20/04/2021,608701
21/04/2021,563639
22/04/2021,663100
23/04/2021,868590
24/04/2021,131620
25/04/2021,51031
26/04/2021,667879
27/04/2021,626262
28/04/2021,781007
29/04/2021,1054583
30/04/2021,1466908
01/05/2021,155472
02/05/2021,75356
03/05/2021,752342
04/05/2021,643189
05/05/2021,613062
06/05/2021,685450
07/05/2021,941771
08/05/2021,135997
09/05/2021,55364
10/05/2021,595098
11/05/2021,611043
12/05/2021,714622
13/05/2021,873327
14/05/2021,1407733
15/05/2021,175893
16/05/2021,73823
17/05/2021,746319
18/05/2021,603235
19/05/2021,601153
20/05/2021,703395
21/05/2021,887286
22/05/2021,132344
23/05/2021,57236
24/05/2021,676513
25/05/2021,673685
26/05/2021,737267
27/05/2021,781760
28/05/2021,1313910
29/05/2021,179667
30/05/2021,71712
31/05/2021,1280270
01/06/2021,736177
02/06/2021,639955
03/06/2021,705619
04/06/2021,972440
05/06/2021,144540
06/06/2021,53498
07/06/2021,667243
08/06/2021,615187
09/06/2021,698378
10/06/2021,737215
11/06/2021,923724
12/06/2021,138913
13/06/2021,56176
14/06/2021,960122
15/06/2021,1022488
16/06/2021,659155
17/06/2021,697893
18/06/2021,905908
19/06/2021,137359
20/06/2021,51729
21/06/2021,665988
22/06/2021,598209
23/06/2021,659796
24/06/2021,671625
25/06/2021,950833
26/06/2021,145293
27/06/2021,55073
28/06/2021,784054
29/06/2021,1003764
30/06/2021,1370840
01/07/2021,808954
02/07/2021,910439
03/07/2021,152261
04/07/2021,66981
05/07/2021,729963
06/07/2021,643141
07/07/2021,706153
08/07/2021,714510
09/07/2021,969890
10/07/2021,147309
11/07/2021,58557
12/07/2021,703480
13/07/2021,677408
14/07/2021,892331
15/07/2021,1114419
16/07/2021,978621
17/07/2021,154844
18/07/2021,65294
19/07/2021,694466
20/07/2021,633336
21/07/2021,687088
22/07/2021,671860
23/07/2021,911914
24/07/2021,141112
25/07/2021,56732
26/07/2021,698642
27/07/2021,660431
28/07/2021,716627
29/07/2021,1009285
30/07/2021,1598981
31/07/2021,212019
01/08/2021,92413
02/08/2021,772046
03/08/2021,681478
04/08/2021,709244
05/08/2021,720328
06/08/2021,919854
07/08/2021,140167
08/08/2021,64775
09/08/2021,692148
10/08/2021,671023
11/08/2021,649603
12/08/2021,798214
13/08/2021,1448293
14/08/2021,180820
15/08/2021,84988
16/08/2021,790064
17/08/2021,650696
18/08/2021,681293
19/08/2021,651133
20/08/2021,912166
21/08/2021,145742
22/08/2021,61295
23/08/2021,684867
24/08/2021,613766
25/08/2021,681003
26/08/2021,750509
27/08/2021,1065053
28/08/2021,186699
29/08/2021,72630
30/08/2021,1163015
31/08/2021,1305325
01/09/2021,798508
02/09/2021,712113
03/09/2021,917002
04/09/2021,158716
05/09/2021,70514
06/09/2021,707682
07/09/2021,623662
08/09/2021,598480
09/09/2021,695592
10/09/2021,993802
11/09/2021,151579
12/09/2021,39688
13/09/2021,772112
14/09/2021,978296
15/09/2021,1168712
16/09/2021,125144
17/09/2021,942847
18/09/2021,154382
19/09/2021,65747
20/09/2021,741669
21/09/2021,625700
22/09/2021,600597
23/09/2021,677532
24/09/2021,941831
25/09/2021,154938
26/09/2021,62562
27/09/2021,745513
28/09/2021,753027
29/09/2021,1090072
30/09/2021,1475259
01/10/2021,1000117
02/10/2021,182758
03/10/2021,83857
04/10/2021,727686
05/10/2021,724812
06/10/2021,655943
07/10/2021,727843
08/10/2021,985085
09/10/2021,158208
10/10/2021,68463
11/10/2021,731255
12/10/2021,646544
13/10/2021,766261
14/10/2021,1005277
15/10/2021,1336721
16/10/2021,186321
17/10/2021,79813
18/10/2021,744845
19/10/2021,632797
20/10/2021,641256
21/10/2021,713795
22/10/2021,944165
23/10/2021,158547
24/10/2021,66004
25/10/2021,762093
26/10/2021,722536
27/10/2021,818571
28/10/2021,1037018
29/10/2021,1763055
30/10/2021,263394
31/10/2021,112657
01/11/2021,812284
02/11/2021,216744
03/11/2021,813681
04/11/2021,796087
05/11/2021,1046588
06/11/2021,174968
07/11/2021,72927
08/11/2021,758931
09/11/2021,702280
10/11/2021,903949
11/11/2021,915389
12/11/2021,1644292
13/11/2021,265157
14/11/2021,97796
15/11/2021,199186
16/11/2021,980061
17/11/2021,788346
18/11/2021,801588
19/11/2021,1016603
20/11/2021,181166
21/11/2021,76587
22/11/2021,750040
23/11/2021,706829
24/11/2021,792620
25/11/2021,827188
26/11/2021,1140308
27/11/2021,203271
28/11/2021,81659
29/11/2021,1203552
30/11/2021,1593127
01/12/2021,925496
02/12/2021,906458
03/12/2021,1173449
04/12/2021,205673
05/12/2021,93003
06/12/2021,911873
07/12/2021,874323
08/12/2021,943201
09/12/2021,970545
10/12/2021,1560491
11/12/2021,239172
12/12/2021,95639
13/12/2021,1026336
14/12/2021,1243042
15/12/2021,1468751
16/12/2021,1150641
17/12/2021,1390793
18/12/2021,251740
19/12/2021,106109
20/12/2021,1084720
21/12/2021,950113
22/12/2021,1020250
23/12/2021,1079331
24/12/2021,622141
25/12/2021,62167
26/12/2021,78009
27/12/2021,753619
28/12/2021,821523
29/12/2021,934794
30/12/2021,1241065
31/12/2021,927132
01/01/2022,108696
02/01/2022,120597
03/01/2022,709836
04/01/2022,645219
05/01/2022,743010
06/01/2022,717685
07/01/2022,877065
08/01/2022,170640
09/01/2022,77312
10/01/2022,746675
11/01/2022,635188
12/01/2022,642127
13/01/2022,833988
14/01/2022,1451171
15/01/2022,227564
16/01/2022,97297
17/01/2022,796429
18/01/2022,642996
19/01/2022,718864
20/01/2022,677865
21/01/2022,878170
22/01/2022,167425
23/01/2022,74958
24/01/2022,703102
25/01/2022,680569
26/01/2022,669556
27/01/2022,786945
28/01/2022,1339371
29/01/2022,232789
30/01/2022,96061
31/01/2022,1403341
01/02/2022,802545
02/02/2022,747659
03/02/2022,726340
04/02/2022,991094
05/02/2022,181379
06/02/2022,79774
07/02/2022,150487
08/02/2022,828748
09/02/2022,697867
10/02/2022,820061
11/02/2022,1019580
12/02/2022,184305
13/02/2022,82129
14/02/2022,1023251
15/02/2022,1097043
16/02/2022,809712
17/02/2022,742856
18/02/2022,948816
19/02/2022,181337
20/02/2022,79236
21/02/2022,736820
22/02/2022,685689
23/02/2022,672147
24/02/2022,823399
25/02/2022,1370339
26/02/2022,234718
27/02/2022,100545
28/02/2022,1672934
01/03/2022,870042
02/03/2022,823798
03/03/2022,790698
04/03/2022,1057043
05/03/2022,200779
06/03/2022,86185
07/03/2022,790663
08/03/2022,689108
09/03/2022,675204
10/03/2022,839688
11/03/2022,1054058
12/03/2022,195056
13/03/2022,84172
14/03/2022,1081684
15/03/2022,1159766
16/03/2022,834041
17/03/2022,809347
18/03/2022,1033139
19/03/2022,189030
20/03/2022,79933
21/03/2022,139836
22/03/2022,852832
23/03/2022,729923
24/03/2022,798910
25/03/2022,1102051
26/03/2022,193214
27/03/2022,80941
28/03/2022,840850
29/03/2022,871645
30/03/2022,1244119
31/03/2022,1488566
01/04/2022,1089910
02/04/2022,221101
03/04/2022,102688
04/04/2022,853184
05/04/2022,782979
06/04/2022,750829
07/04/2022,853583
08/04/2022,1171325
09/04/2022,210774
10/04/2022,90713
11/04/2022,868305
12/04/2022,941509
13/04/2022,1644699
14/04/2022,265492
15/04/2022,158586
16/04/2022,112576
17/04/2022,81929
18/04/2022,930908
19/04/2022,749440
20/04/2022,727672
21/04/2022,792959
22/04/2022,1022344
23/04/2022,196336
24/04/2022,84620
25/04/2022,850933
26/04/2022,786328
27/04/2022,879817
28/04/2022,1150465
29/04/2022,1833487
30/04/2022,324612
01/05/2022,147110
02/05/2022,936510
03/05/2022,774881
04/05/2022,778051
05/05/2022,857559
06/05/2022,1113185
07/05/2022,205529
08/05/2022,89636
09/05/2022,863309
10/05/2022,671987
11/05/2022,806914
12/05/2022,996013
13/05/2022,1721754
14/05/2022,252352
15/05/2022,124800
16/05/2022,935293
17/05/2022,786669
18/05/2022,724001
19/05/2022,796308
20/05/2022,1084145
21/05/2022,207800
22/05/2022,87456
23/05/2022,795001
24/05/2022,757384
25/05/2022,873703
26/05/2022,891787
27/05/2022,1262460
28/05/2022,226508
29/05/2022,99961
30/05/2022,1323317
31/05/2022,1527313
01/06/2022,892820
02/06/2022,828952
03/06/2022,1140532
04/06/2022,220291
05/06/2022,99780
06/06/2022,837899
07/06/2022,742504
08/06/2022,820147
09/06/2022,805023
10/06/2022,1155087
11/06/2022,207868
12/06/2022,87118
13/06/2022,843837
14/06/2022,1083224
15/06/2022,1203822
16/06/2022,889609
17/06/2022,1064587
18/06/2022,213556
19/06/2022,82259
20/06/2022,805791
21/06/2022,737990
22/06/2022,787366
23/06/2022,793130
24/06/2022,1071847
25/06/2022,203749
26/06/2022,85082
27/06/2022,866352
28/06/2022,892900
29/06/2022,1189487
30/06/2022,1703863
01/07/2022,1200246
02/07/2022,264287
03/07/2022,122873
04/07/2022,884077
05/07/2022,829481
06/07/2022,855002
07/07/2022,872782
08/07/2022,1156892
09/07/2022,227849
10/07/2022,101672
11/07/2022,856031
12/07/2022,786860
13/07/2022,839393
14/07/2022,1194675
15/07/2022,1578529
16/07/2022,271873
17/07/2022,117891
18/07/2022,860392
19/07/2022,756766
20/07/2022,849925
21/07/2022,815616
22/07/2022,1044644
23/07/2022,226511
24/07/2022,97246
25/07/2022,859096
26/07/2022,800252
27/07/2022,850152
28/07/2022,1162697
29/07/2022,1940811
30/07/2022,344438
31/07/2022,151641
01/08/2022,994301
02/08/2022,789520
03/08/2022,908966
04/08/2022,864976
05/08/2022,1161919
06/08/2022,238727
07/08/2022,103688
08/08/2022,823162
09/08/2022,759007
10/08/2022,792870
11/08/2022,924240
12/08/2022,1420390
13/08/2022,258058
14/08/2022,117986
15/08/2022,1322102
16/08/2022,839303
17/08/2022,841020
18/08/2022,823079
19/08/2022,1074404
20/08/2022,235010
21/08/2022,102745
22/08/2022,803902
23/08/2022,732794
24/08/2022,733875
25/08/2022,899254
26/08/2022,1155415
27/08/2022,255202
28/08/2022,104824
29/08/2022,1049420
30/08/2022,1294511
31/08/2022,1627552
01/09/2022,998532
02/09/2022,1069993
03/09/2022,259455
04/09/2022,118473
05/09/2022,900179
06/09/2022,774759
07/09/2022,738153
08/09/2022,807683
09/09/2022,1136392
10/09/2022,241137
11/09/2022,103554
12/09/2022,907164
13/09/2022,871324
14/09/2022,1336335
15/09/2022,1464837
16/09/2022,205883
17/09/2022,208638
18/09/2022,113581
19/09/2022,883613
20/09/2022,805559
21/09/2022,766485
22/09/2022,829907
23/09/2022,1111658
24/09/2022,239467
25/09/2022,106670
26/09/2022,910277
27/09/2022,819153
28/09/2022,1010884
29/09/2022,1364164
30/09/2022,1862750
01/10/2022,349492
02/10/2022,166355
03/10/2022,1037448
04/10/2022,814554
05/10/2022,829707
06/10/2022,867274
07/10/2022,1128691
08/10/2022,249093
09/10/2022,111348
10/10/2022,912354
11/10/2022,884889
12/10/2022,779590
13/10/2022,1061566
14/10/2022,1748620
15/10/2022,324884
16/10/2022,142904
17/10/2022,930466
18/10/2022,793736
19/10/2022,765602
20/10/2022,874525
21/10/2022,1104379
22/10/2022,241469
23/10/2022,109558
24/10/2022,876722
25/10/2022,856279
26/10/2022,961598
27/10/2022,1008402
28/10/2022,1675290
29/10/2022,325152
30/10/2022,139763
31/10/2022,1694995
01/11/2022,1031425
02/11/2022,322191
03/11/2022,1058778
04/11/2022,1231737
05/11/2022,284861
06/11/2022,121630
07/11/2022,937663
08/11/2022,834370
09/11/2022,911114
10/11/2022,984902
11/11/2022,1270730
12/11/2022,299558
13/11/2022,139151
14/11/2022,1337987
15/11/2022,1395597
16/11/2022,917799
17/11/2022,1047690
18/11/2022,1315080
19/11/2022,310157
20/11/2022,134285
21/11/2022,228106
22/11/2022,987227
23/11/2022,973123
24/11/2022,950874
25/11/2022,1308182
26/11/2022,272360
27/11/2022,123269
28/11/2022,1097759
29/11/2022,1464006
30/11/2022,1953284
01/12/2022,1193332
02/12/2022,1323166
03/12/2022,319119
04/12/2022,156175
05/12/2022,1117852
06/12/2022,1001735
07/12/2022,1125586
08/12/2022,1222611
09/12/2022,1936343
10/12/2022,388507
11/12/2022,162784
12/12/2022,470412
13/12/2022,1447215
14/12/2022,1639268
15/12/2022,1951643
16/12/2022,1786752
17/12/2022,421896
18/12/2022,187565
19/12/2022,1251442
20/12/2022,1220880
21/12/2022,1180608
22/12/2022,1188694
23/12/2022,1281638
24/12/2022,264662
25/12/2022,88705
26/12/2022,835080
27/12/2022,878455
28/12/2022,1052771
29/12/2022,1309691
30/12/2022,1662471
31/12/2022,358818
01/01/2023,132069
02/01/2023,882578
03/01/2023,776520
04/01/2023,848517
05/01/2023,943403
06/01/2023,1046543
07/01/2023,267212
08/01/2023,130222
09/01/2023,856100
10/01/2023,855740
11/01/2023,795751
12/01/2023,965121
13/01/2023,1774541
14/01/2023,330712
15/01/2023,186390
16/01/2023,1032098
17/01/2023,837434
18/01/2023,861611
19/01/2023,845341
20/01/2023,1068844
21/01/2023,272004
22/01/2023,124045
23/01/2023,856970
24/01/2023,776256
25/01/2023,818021
26/01/2023,903629
27/01/2023,1326348
28/01/2023,297434
29/01/2023,136040
30/01/2023,1428042
31/01/2023,1712308
01/02/2023,1101406
02/02/2023,915010
03/02/2023,1199673
04/02/2023,301117
05/02/2023,134705
06/02/2023,241951
07/02/2023,1001428
08/02/2023,871101
09/02/2023,928514
10/02/2023,1263180
11/02/2023,283225
12/02/2023,125895
13/02/2023,934118
14/02/2023,1166208
15/02/2023,1425860
16/02/2023,980803
17/02/2023,1170324
18/02/2023,289136
19/02/2023,130576
20/02/2023,897493
21/02/2023,805245
22/02/2023,792939
23/02/2023,936195
24/02/2023,1333035
25/02/2023,307214
26/02/2023,142325
27/02/2023,1419601
28/02/2023,1973708
01/03/2023,1180197
02/03/2023,979417
03/03/2023,1243396
04/03/2023,311349
05/03/2023,153219
06/03/2023,975771
07/03/2023,858644
08/03/2023,795785
09/03/2023,959291
10/03/2023,1305934
11/03/2023,296403
12/03/2023,127898
13/03/2023,992939
14/03/2023,1207071
15/03/2023,1493205
16/03/2023,1026617
17/03/2023,1260547
18/03/2023,306346
19/03/2023,126305
20/03/2023,239675
21/03/2023,1013889
22/03/2023,864206
23/03/2023,960454
24/03/2023,1253464
25/03/2023,292080
26/03/2023,130475
27/03/2023,1003072
28/03/2023,988885
29/03/2023,1169521
30/03/2023,1556550
31/03/2023,1979195
01/04/2023,443181
02/04/2023,181794
03/04/2023,1157285
04/04/2023,999579
05/04/2023,1295265
06/04/2023,338656
07/04/2023,182853
08/04/2023,155746
09/04/2023,114325
10/04/2023,1067061
11/04/2023,885899
12/04/2023,949668
13/04/2023,1115134
14/04/2023,1851559
15/04/2023,409686
16/04/2023,181799
17/04/2023,1065507
18/04/2023,881483
19/04/2023,831147
20/04/2023,962110
21/04/2023,1212057
22/04/2023,299348
23/04/2023,135107
24/04/2023,947478
25/04/2023,963755
26/04/2023,1096943
27/04/2023,1301183
28/04/2023,2343010
29/04/2023,466814
30/04/2023,203410
01/05/2023,350233
02/05/2023,1281174
03/05/2023,988980
04/05/2023,1042604
05/05/2023,1319274
06/05/2023,320005
07/05/2023,140029
08/05/2023,1021328
09/05/2023,983463
10/05/2023,904399
11/05/2023,1028353
12/05/2023,1710830
13/05/2023,360443
14/05/2023,167714
15/05/2023,1614602
16/05/2023,1026309
17/05/2023,927257
18/05/2023,971989
19/05/2023,1264451
20/05/2023,319527
21/05/2023,146063
22/05/2023,969321
23/05/2023,881079
24/05/2023,977036
25/05/2023,1034421
26/05/2023,1402546
27/05/2023,334272
28/05/2023,150411
29/05/2023,1211260
30/05/2023,1553993
31/05/2023,1829924
01/06/2023,1240077
02/06/2023,1348862
03/06/2023,358843
04/06/2023,172470
05/06/2023,1085210
06/06/2023,930587
07/06/2023,1005028
08/06/2023,969940
09/06/2023,1327031
10/06/2023,323599
11/06/2023,144503
12/06/2023,1014023
13/06/2023,952802
14/06/2023,1277577
15/06/2023,1607193
16/06/2023,1353015
17/06/2023,352821
18/06/2023,148356
19/06/2023,963366
20/06/2023,916736
21/06/2023,962250
22/06/2023,969311
23/06/2023,1294289
24/06/2023,317783
25/06/2023,144119
26/06/2023,1050990
27/06/2023,937699
28/06/2023,1097832
29/06/2023,1580968
30/06/2023,2235455
01/07/2023,486522
02/07/2023,217451
03/07/2023,1242125
04/07/2023,975605
05/07/2023,1091092
06/07/2023,1042240
07/07/2023,1353325
08/07/2023,336573
09/07/2023,152025
10/07/2023,1066532
11/07/2023,932977
12/07/2023,941685
13/07/2023,1299015
14/07/2023,2053944
15/07/2023,458471
16/07/2023,206438
17/07/2023,1105164
18/07/2023,899361
19/07/2023,950771
20/07/2023,1017265
21/07/2023,1275500
22/07/2023,330279
23/07/2023,151613
24/07/2023,978463
25/07/2023,960101
26/07/2023,968192
27/07/2023,1169716
28/07/2023,1866014
29/07/2023,418172
30/07/2023,198070
31/07/2023,1937313
01/08/2023,1177096
02/08/2023,1046973
03/08/2023,1044269
04/08/2023,1388108
05/08/2023,367122
06/08/2023,164804
07/08/2023,1019221
08/08/2023,905381
09/08/2023,882538
10/08/2023,1076652
11/08/2023,1385882
12/08/2023,341715
13/08/2023,161119
14/08/2023,1428828
15/08/2023,1572356
16/08/2023,1078858
17/08/2023,1016213
18/08/2023,1265563
19/08/2023,342599
20/08/2023,160082
21/08/2023,981049
22/08/2023,887905
23/08/2023,866070
24/08/2023,983299
25/08/2023,1361187
